Mod:Item:MetaData, Localized Name
appliedenergistics2:paint_ball:11, Шар с краской - Синий
appliedenergistics2:paint_ball:12, Шар с краской - Коричневый
appliedenergistics2:paint_ball:13, Шар с краской - Зелёный
appliedenergistics2:paint_ball:14, Шар с краской - Красный
appliedenergistics2:paint_ball:15, Шар с краской - Чёрный
appliedenergistics2:paint_ball:20, Шар с краской - Люмен Белый
appliedenergistics2:paint_ball:21, Шар с краской - Люмен Оранжевый
appliedenergistics2:paint_ball:22, Шар с краской - Люмен Сиреневый
appliedenergistics2:paint_ball:23, Шар с краской - Люмен Светло-синий
appliedenergistics2:paint_ball:24, Шар с краской - Люмен Жёлтый
appliedenergistics2:paint_ball:25, Шар с краской - Люмен Лаймовый
appliedenergistics2:paint_ball:26, Шар с краской - Люмен Розовый
appliedenergistics2:paint_ball:27, Шар с краской - Люмен Серый
appliedenergistics2:paint_ball:28, Шар с краской - Люмен Светло-серый
appliedenergistics2:paint_ball:29, Шар с краской - Люмен Бирюзовый
appliedenergistics2:paint_ball:30, Шар с краской - Люмен Фиолетовый
appliedenergistics2:paint_ball:31, Шар с краской - Люмен Синий
appliedenergistics2:paint_ball:32, Шар с краской - Люмен Коричневый
appliedenergistics2:paint_ball:33, Шар с краской - Люмен Зелёный
appliedenergistics2:paint_ball:34, Шар с краской - Люмен Красный
appliedenergistics2:paint_ball:35, Шар с краской - Люмен Чёрный
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, Продвинутая карта
appliedenergistics2:material:44, Ядро истребления
appliedenergistics2:material:25, Базовая карта
appliedenergistics2:material:52, Пустой шаблон
appliedenergistics2:material:23, Вычислительный процессор
appliedenergistics2:material:13, Вычислительный пресс для высекателя
appliedenergistics2:material:16, Отпечатанный вычислительный контур
appliedenergistics2:material:27, Карта ёмкости
appliedenergistics2:material:53, Карта крафта
appliedenergistics2:material:29, Карта нечёткости
appliedenergistics2:material:31, Карта инвертирования
appliedenergistics2:material:26, Карта красного камня
appliedenergistics2:material:30, Карта ускорения
appliedenergistics2:material:34, 128³ пространственный компонент
appliedenergistics2:material:37, 16К МЭ компонент хранения
appliedenergistics2:material:33, 16³ пространственный компонент
appliedenergistics2:material:35, 1К МЭ компонент хранения
appliedenergistics2:material:32, 2³ пространственный компонент
appliedenergistics2:material:36, 4К МЭ компонент хранения
appliedenergistics2:material:38, 64К МЭ компонент хранения
appliedenergistics2:material:0, Кристалл истинного кварца
appliedenergistics2:material:1, Заряженный кристалл истинного кварца
appliedenergistics2:material:2, Пыль истинного кварца
appliedenergistics2:material:39, МЭ корпус ячейки хранения
appliedenergistics2:material:46, Пыль Края
appliedenergistics2:material:24, Инженерный процессор
appliedenergistics2:material:14, Инженерный пресс для высекателя
appliedenergistics2:material:17, Отпечатанный инженерный контур
appliedenergistics2:material:4, Мука
appliedenergistics2:material:56, 16k ME Fluid Storage Component
appliedenergistics2:material:54, 1k ME Fluid Storage Component
appliedenergistics2:material:55, 4k ME Fluid Storage Component
appliedenergistics2:material:57, 64k ME Fluid Storage Component
appliedenergistics2:material:7, Изменчивый кристалл
appliedenergistics2:material:8, Изменчивая пыль
appliedenergistics2:material:9, Изменчивая жемчужина
appliedenergistics2:material:43, Ядро формирования
appliedenergistics2:material:51, Золотая пыль
appliedenergistics2:material:49, Железная пыль
appliedenergistics2:material:22, Логический процессор
appliedenergistics2:material:15, Логический пресс для высекателя
appliedenergistics2:material:18, Отпечатанный логический контур
appliedenergistics2:material:6, Шарик материи
appliedenergistics2:material:21, Именующий пресс для высекателя
appliedenergistics2:material:3, Пыль кварца Нижнего мира
appliedenergistics2:material:10, Чистый кристалл истинного кварца
appliedenergistics2:material:12, Чистый изменчивый кристалл
appliedenergistics2:material:11, Чистый кристалл кварца Нижнего мира
appliedenergistics2:material:48, Квантовая запутанная сингулярность
appliedenergistics2:material:5, Кремний
appliedenergistics2:material:19, Кремниевый пресс для высекателя
appliedenergistics2:material:20, Отпечатанный кремний
appliedenergistics2:material:47, Сингулярность
appliedenergistics2:material:45, Пыль небесного камня
appliedenergistics2:material:41, Беспроводной приёмник
appliedenergistics2:material:42, Беспроводной усилитель
appliedenergistics2:material:40, Деревянная шестерня
appliedenergistics2:part:300, МЭ плоскость истребления
appliedenergistics2:part:120, Кабельный якорь
appliedenergistics2:part:20, МЭ закрытый кабель - Белый
appliedenergistics2:part:21, МЭ закрытый кабель - Оранжевый
appliedenergistics2:part:22, МЭ закрытый кабель - Сиреневый
appliedenergistics2:part:23, МЭ закрытый кабель - Светло-синий
appliedenergistics2:part:24, МЭ закрытый кабель - Жёлтый
appliedenergistics2:part:25, МЭ закрытый кабель - Лаймовый
appliedenergistics2:part:26, МЭ закрытый кабель - Розовый
appliedenergistics2:part:27, МЭ закрытый кабель - Серый
appliedenergistics2:part:28, МЭ закрытый кабель - Светло-серый
appliedenergistics2:part:29, МЭ закрытый кабель - Бирюзовый
appliedenergistics2:part:30, МЭ закрытый кабель - Фиолетовый
appliedenergistics2:part:31, МЭ закрытый кабель - Синий
appliedenergistics2:part:32, МЭ закрытый кабель - Коричневый
appliedenergistics2:part:33, МЭ закрытый кабель - Зелёный
appliedenergistics2:part:34, МЭ закрытый кабель - Красный
appliedenergistics2:part:35, МЭ закрытый кабель - Чёрный
appliedenergistics2:part:36, МЭ закрытый кабель - Изменчивый
appliedenergistics2:part:500, МЭ плотный закрытый кабель - Белый
appliedenergistics2:part:501, МЭ плотный закрытый кабель - Оранжевый
appliedenergistics2:part:502, МЭ плотный закрытый кабель - Сиреневый
appliedenergistics2:part:503, МЭ плотный закрытый кабель - Светло-синий
appliedenergistics2:part:504, МЭ плотный закрытый кабель - Жёлтый
appliedenergistics2:part:505, МЭ плотный закрытый кабель - Лаймовый
appliedenergistics2:part:506, МЭ плотный закрытый кабель - Розовый
appliedenergistics2:part:507, МЭ плотный закрытый кабель - Серый
appliedenergistics2:part:508, МЭ плотный закрытый кабель - Светло-серый
appliedenergistics2:part:509, МЭ плотный закрытый кабель - Бирюзовый
appliedenergistics2:part:510, МЭ плотный закрытый кабель - Фиолетовый
appliedenergistics2:part:511, МЭ плотный закрытый кабель - Синий
appliedenergistics2:part:512, МЭ плотный закрытый кабель - Коричневый
appliedenergistics2:part:513, МЭ плотный закрытый кабель - Зелёный
appliedenergistics2:part:514, МЭ плотный закрытый кабель - Красный
appliedenergistics2:part:515, МЭ плотный закрытый кабель - Чёрный
appliedenergistics2:part:516, МЭ плотный закрытый кабель - Изменчивый
appliedenergistics2:part:60, МЭ плотный умный кабель - Белый
appliedenergistics2:part:61, МЭ плотный умный кабель - Оранжевый
appliedenergistics2:part:62, МЭ плотный умный кабель - Сиреневый
appliedenergistics2:part:63, МЭ плотный умный кабель - Светло-синий
appliedenergistics2:part:64, МЭ плотный умный кабель - Жёлтый
appliedenergistics2:part:65, МЭ плотный умный кабель - Лаймовый
appliedenergistics2:part:66, МЭ плотный умный кабель - Розовый
appliedenergistics2:part:67, МЭ плотный умный кабель - Серый
appliedenergistics2:part:68, МЭ плотный умный кабель - Светло-серый
appliedenergistics2:part:69, МЭ плотный умный кабель - Бирюзовый
appliedenergistics2:part:70, МЭ плотный умный кабель - Фиолетовый
appliedenergistics2:part:71, МЭ плотный умный кабель - Синий
appliedenergistics2:part:72, МЭ плотный умный кабель - Коричневый
appliedenergistics2:part:73, МЭ плотный умный кабель - Зелёный
appliedenergistics2:part:74, МЭ плотный умный кабель - Красный
appliedenergistics2:part:75, МЭ плотный умный кабель - Чёрный
appliedenergistics2:part:76, МЭ плотный умный кабель - Изменчивый
appliedenergistics2:part:0, МЭ стеклянный кабель - Белый
appliedenergistics2:part:1, МЭ стеклянный кабель - Оранжевый
appliedenergistics2:part:2, МЭ стеклянный кабель - Сиреневый
appliedenergistics2:part:3, МЭ стеклянный кабель - Светло-синий
appliedenergistics2:part:4, МЭ стеклянный кабель - Жёлтый
appliedenergistics2:part:5, МЭ стеклянный кабель - Лаймовый
appliedenergistics2:part:6, МЭ стеклянный кабель - Розовый
appliedenergistics2:part:7, МЭ стеклянный кабель - Серый
appliedenergistics2:part:8, МЭ стеклянный кабель - Светло-серый
appliedenergistics2:part:9, МЭ стеклянный кабель - Бирюзовый
appliedenergistics2:part:10, МЭ стеклянный кабель - Фиолетовый
appliedenergistics2:part:11, МЭ стеклянный кабель - Синий
appliedenergistics2:part:12, МЭ стеклянный кабель - Коричневый
appliedenergistics2:part:13, МЭ стеклянный кабель - Зелёный
appliedenergistics2:part:14, МЭ стеклянный кабель - Красный
appliedenergistics2:part:15, МЭ стеклянный кабель - Чёрный
appliedenergistics2:part:16, МЭ стеклянный кабель - Изменчивый
appliedenergistics2:part:40, МЭ умный кабель - Белый
appliedenergistics2:part:41, МЭ умный кабель - Оранжевый
appliedenergistics2:part:42, МЭ умный кабель - Сиреневый
appliedenergistics2:part:43, МЭ умный кабель - Светло-синий
appliedenergistics2:part:44, МЭ умный кабель - Жёлтый
appliedenergistics2:part:45, МЭ умный кабель - Лаймовый
appliedenergistics2:part:46, МЭ умный кабель - Розовый
appliedenergistics2:part:47, МЭ умный кабель - Серый
appliedenergistics2:part:48, МЭ умный кабель - Светло-серый
appliedenergistics2:part:49, МЭ умный кабель - Бирюзовый
appliedenergistics2:part:50, МЭ умный кабель - Фиолетовый
appliedenergistics2:part:51, МЭ умный кабель - Синий
appliedenergistics2:part:52, МЭ умный кабель - Коричневый
appliedenergistics2:part:53, МЭ умный кабель - Зелёный
appliedenergistics2:part:54, МЭ умный кабель - Красный
appliedenergistics2:part:55, МЭ умный кабель - Чёрный
appliedenergistics2:part:56, МЭ умный кабель - Изменчивый
appliedenergistics2:part:420, МЭ монитор преобразования
appliedenergistics2:part:360, МЭ терминал крафта
appliedenergistics2:part:200, Тёмная осветительная панель
appliedenergistics2:part:260, МЭ шина экспорта
appliedenergistics2:part:302, ME Fluid Annihilation Plane
appliedenergistics2:part:261, ME Fluid Export Bus
appliedenergistics2:part:321, ME Fluid Formation Plane
appliedenergistics2:part:241, ME Fluid Import Bus
appliedenergistics2:part:441, ME Fluid Interface
appliedenergistics2:part:281, ME Fluid Level Emitter
appliedenergistics2:part:221, ME Fluid Storage Bus
appliedenergistics2:part:520, ME Fluid Terminal
appliedenergistics2:part:320, МЭ плоскость формирования
appliedenergistics2:part:301, МЭ id плоскость истребления
appliedenergistics2:part:240, МЭ шина импорта
appliedenergistics2:part:440, МЭ интерфейс
appliedenergistics2:part:480, МЭ терминал интерфейсов
appliedenergistics2:part:100, МЭ инвертированная шина переключения
appliedenergistics2:part:280, МЭ излучатель уровня
appliedenergistics2:part:160, Яркая осветительная панель
appliedenergistics2:part:469, Туннель точка-точка - FE
appliedenergistics2:part:463, Туннель точка-точка - Жидкость
appliedenergistics2:part:465, Туннель точка-точка - EU
appliedenergistics2:part:462, Туннель точка-точка - Предмет
appliedenergistics2:part:467, Туннель точка-точка - Свет
appliedenergistics2:part:460, Туннель точка-точка - МЭ
appliedenergistics2:part:461, Туннель точка-точка - Красный камень
appliedenergistics2:part:340, МЭ терминал шаблонов
appliedenergistics2:part:140, Кварцевое оптическое волокно
appliedenergistics2:part:180, Осветительная панель
appliedenergistics2:part:220, МЭ шина хранения
appliedenergistics2:part:400, МЭ монитор хранения
appliedenergistics2:part:380, МЭ терминал
appliedenergistics2:part:80, МЭ шина переключения
backpack:stick:0, Каменный стержень
backpack:stick:1, Железный стержень
backpack:bound_leather, Вязаная кожа
backpack:tanned_leather, Дублёная кожа
backpack:backpack_frame:0, Деревянная рамка
backpack:backpack_frame:1, Каменная рамка
backpack:backpack_frame:2, Железная рамка
backpack:backpack_piece:0, Верхняя часть рюкзака
backpack:backpack_piece:1, Средняя часть рюкзака
backpack:backpack_piece:2, Нижняя часть рюкзака
backpack:backpack:0, Маленький рюкзак
backpack:backpack:1, Чёрный рюкзак
backpack:backpack:2, Красный рюкзак
backpack:backpack:3, Зелёный рюкзак
backpack:backpack:4, Коричневый рюкзак
backpack:backpack:5, Синий рюкзак
backpack:backpack:6, Фиолетовый рюкзак
backpack:backpack:7, Бирюзовый рюкзак
backpack:backpack:8, Светло-серый рюкзак
backpack:backpack:9, Серый рюкзак
backpack:backpack:10, Розовый рюкзак
backpack:backpack:11, Лаймовый рюкзак
backpack:backpack:12, Жёлтый рюкзак
backpack:backpack:13, Голубой рюкзак
backpack:backpack:14, Сиреневый рюкзак
backpack:backpack:15, Оранжевый рюкзак
backpack:backpack:16, Белый рюкзак
backpack:backpack:100, Средний рюкзак
backpack:backpack:101, Средний чёрный рюкзак
backpack:backpack:102, Средний красный рюкзак
backpack:backpack:103, Средний зелёный рюкзак
backpack:backpack:104, Средний коричневый рюкзак
backpack:backpack:105, Средний синий рюкзак
backpack:backpack:106, Средний фиолетовый рюкзак
backpack:backpack:107, Средний бирюзовый рюкзак
backpack:backpack:108, Средний светло-серый рюкзак
backpack:backpack:109, Средний серый рюкзак
backpack:backpack:110, Средний розовый рюкзак
backpack:backpack:111, Средний лаймовый рюкзак
backpack:backpack:112, Средний жёлтый рюкзак
backpack:backpack:113, Средний голубой рюкзак
backpack:backpack:114, Средний сиреневый рюкзак
backpack:backpack:115, Средний оранжевый рюкзак
backpack:backpack:116, Средний белый рюкзак
backpack:backpack:200, Большой рюкзак
backpack:backpack:201, Большой чёрный рюкзак
backpack:backpack:202, Большой красный рюкзак
backpack:backpack:203, Большой зелёный рюкзак
backpack:backpack:204, Большой коричневый рюкзак
backpack:backpack:205, Большой синий рюкзак
backpack:backpack:206, Большой фиолетовый рюкзак
backpack:backpack:207, Большой бирюзовый рюкзак
backpack:backpack:208, Большой светло-серый рюкзак
backpack:backpack:209, Большой серый рюкзак
backpack:backpack:210, Большой розовый рюкзак
backpack:backpack:211, Большой лаймовый рюкзак
backpack:backpack:212, Большой жёлтый рюкзак
backpack:backpack:213, Большой голубой рюкзак
backpack:backpack:214, Большой сиреневый рюкзак
backpack:backpack:215, Большой оранжевый рюкзак
backpack:backpack:216, Большой белый рюкзак
buildcraftlib:guide, Руководство по BuildCraft
buildcraftlib:guide_note, Примечание руководства
buildcraftlib:debugger, Отладчик
divinerpg:arlemite_shovel, Арлемитовая лопата
divinerpg:arlemite_pickaxe, Арлемитовая кирка
divinerpg:arlemite_axe, Арлемитовый топор
divinerpg:arlemite_hoe, Арлемитовая мотыга
divinerpg:arlemite_shickaxe, Арлемитовый мультиинструмент
divinerpg:bedrock_shovel, Лопата из коренной породы
divinerpg:bedrock_pickaxe, Кирка из коренной породы
divinerpg:bedrock_axe, Топор из коренной породы
divinerpg:corrupted_shovel, Повреждённая лопата
divinerpg:corrupted_pickaxe, Повреждённая кирка
divinerpg:corrupted_axe, Повреждённый топор
divinerpg:divine_shovel, Божественная лопата
divinerpg:divine_pickaxe, Божественная кирка
divinerpg:divine_axe, Божественный топор
divinerpg:divine_shickaxe, Божественный мультиинструмент
divinerpg:realmite_shovel, Реалмитовая лопата
divinerpg:realmite_pickaxe, Реалмитовая кирка
divinerpg:realmite_axe, Реалмитовый топор
divinerpg:realmite_hoe, Реалмитовая мотыга
divinerpg:rupee_shovel, Рупиевая лопата
divinerpg:rupee_pickaxe, Рупиевая кирка
divinerpg:rupee_axe, Рупиевый топор
divinerpg:rupee_hoe, Рупиевая мотыга
divinerpg:rupee_shickaxe, Рупиевый мультиинструмент
divinerpg:eden_shovel, Лопата Эдема
divinerpg:eden_pickaxe, Кирка Эдема
divinerpg:eden_axe, Топор Эдема
divinerpg:wildwood_shovel, Лопата Дикого леса
divinerpg:wildwood_pickaxe, Кирка Дикого леса
divinerpg:wildwood_axe, Топор Дикого леса
divinerpg:apalachia_shovel, Лопата Апалачии
divinerpg:apalachia_pickaxe, Кирка Апалачии
divinerpg:apalachia_axe, Топор Апалачии
divinerpg:skythern_shovel, Лопата Небесного тёрна
divinerpg:skythern_pickaxe, Кирка Небесного тёрна
divinerpg:skythern_axe, Топор Небесного тёрна
divinerpg:mortum_shovel, Лопата Мортума
divinerpg:mortum_pickaxe, Кирка Мортума
divinerpg:mortum_axe, Топор Мортума
divinerpg:dream_shovel, Лопата мечты
divinerpg:dream_pickaxe, Кирка мечты
divinerpg:dream_axe, Топор мечты
divinerpg:aquatic_dagger, Водяной кинжал
divinerpg:aquatic_maul, Водяная кувалда
divinerpg:aquatic_trident, Водяной трезубец
divinerpg:aquaton, Акватон
divinerpg:aquatooth_maul, Кувалда из кости лиоплевродона
divinerpg:aquatooth_sword, Меч из кости лиоплевродона
divinerpg:arlemite_stabber, Арлемитовый меч
divinerpg:bedrock_sword, Меч из коренной породы
divinerpg:bedrock_maul, Кувалда из коренной породы
divinerpg:bloodgem_sword, Каменно-кровавый меч
divinerpg:bluefire_sword, Меч Синего огня
divinerpg:corrupted_maul, Повреждённая кувалда
divinerpg:crabclaw_maul, Кувалда из клешни краба
divinerpg:cyclopsian_sword, Циклопический меч
divinerpg:death_bringer, Смертоносный
divinerpg:blue_divine_sword, Синий божественный меч
divinerpg:divine_sword, Божественный меч
divinerpg:gray_divine_sword, Серый божественный меч
divinerpg:green_divine_sword, Зелёный божественный меч
divinerpg:red_divine_sword, Красный божественный меч
divinerpg:yellow_divine_sword, Жёлтый божественный меч
divinerpg:dual_claw, Двойной коготь
divinerpg:black_ender_sword, Черный меч Края
divinerpg:blue_ender_sword, Синий меч Края
divinerpg:ender_sword, Меч Края
divinerpg:green_ender_sword, Зеленый меч Края
divinerpg:red_ender_sword, Красный меч Края
divinerpg:yellow_ender_sword, Желтый меч Края
divinerpg:frost_sword, Ледяной меч
divinerpg:flaming_fury, Пылающая ярость
divinerpg:fury_maul, Яростная кувалда
divinerpg:inferno_sword, Адский меч
divinerpg:jungle_knife, Нож джунглей
divinerpg:jungle_rapier, Рапира джунглей
divinerpg:molten_sword, Расплавленный меч
divinerpg:ocean_knife, Океанский нож
divinerpg:poison_saber, Ядовитая сабля
divinerpg:realmite_sword, Реалмитовый меч
divinerpg:rupee_rapier, Рупиевая рапира
divinerpg:sandslash, Песочная черта
divinerpg:scorching_sword, Палящий меч
divinerpg:shark_sword, Акулий меч
divinerpg:slime_sword, Слизневый меч
divinerpg:terran_dagger, Земляной кинжал
divinerpg:terran_knife, Земляной нож
divinerpg:terran_maul, Земляная кувалда
divinerpg:bluefire_bow, Лук синего огня
divinerpg:ender_bow, Лук Края
divinerpg:hunter_bow, Охотничий лук
divinerpg:inferno_bow, Адский лук
divinerpg:shadow_bow, Теневой лук
divinerpg:scythe, Коса
divinerpg:shuriken, Сюрикен
divinerpg:vile_storm, Отравленный сюрикен
divinerpg:bowhead_anchor, Гренландский якорь
divinerpg:bowhead_cannon, Гренландская пушка
divinerpg:corrupted_cannon, Повреждённая пушка
divinerpg:crab_anchor, Клешневой якорь
divinerpg:crabclaw_cannon, Пушка из клешни краба
divinerpg:cyclopsian_staff, Циклопический жезл
divinerpg:frost_cannon, Холодная пушка
divinerpg:ghast_cannon, Пушка Гаста
divinerpg:golden_fury, Золотая ярость
divinerpg:liopleurodon_anchor, Якорь лиоплевродона
divinerpg:maelstrom, Водоворот
divinerpg:shark_anchor, Акулий якорь
divinerpg:serenade_of_death, Серенада смерти
divinerpg:serenade_of_health, Серенада здоровья
divinerpg:serenade_of_infusion, Серенада наполнения
divinerpg:serenade_striker, Ударная серенада
divinerpg:massivence, Массивенц
divinerpg:palavence, Палавенц
divinerpg:enderice, Рис Края
divinerpg:frostking_sword, Королевский ледяной меч
divinerpg:frozen_maul, Заморожённый молот
divinerpg:glacier_sword, Ледниковый меч
divinerpg:icine_sword, Ледяной меч
divinerpg:snowslash, Ледяная черта
divinerpg:icicle_bane, Снежная отрава
divinerpg:frossivence, Фростсивенс
divinerpg:snowstorm_bow, Лук метели
divinerpg:icicle_bow, Лук из сосулек
divinerpg:snowflake_shuriken, Снежный сюрикен
divinerpg:fractite_cannon, Фрактайтовая пушка
divinerpg:frostclaw_cannon, Ледяноклешневая пушка
divinerpg:sound_of_music, Звук музыки
divinerpg:sound_of_carols, Звук Каролса
divinerpg:serenade_of_ice, Серенада льда
divinerpg:eden_blade, Клинок Эдема
divinerpg:wildwood_blade, Клинок Дикого леса
divinerpg:apalachia_blade, Клинок Апалачии
divinerpg:skythern_blade, Клинок Небесного тёрна
divinerpg:mortum_blade, Клинок Мортума
divinerpg:halite_blade, Халитовый клинок
divinerpg:eden_bow, Лук Эдема
divinerpg:wildwood_bow, Лук Дикого леса
divinerpg:apalachia_bow, Лук Апалачии
divinerpg:skythern_bow, Лук Небесного тёрна
divinerpg:mortum_bow, Лук Мортума
divinerpg:halite_bow, Халитовый лук
divinerpg:twilight_bow, Сумеречный лук
divinerpg:eden_slicer, Ломтерезка Эдема
divinerpg:wildwood_slicer, Ломтерезка Дикого леса
divinerpg:apalachia_slicer, Ломтерезка Апалачии
divinerpg:skythern_slicer, Ломтерезка Небесного тёрна
divinerpg:mortum_slicer, Ломтерезка Мортума
divinerpg:halite_slicer, Халитовая ломтерезка
divinerpg:eden_blitz, Блиц Эдема
divinerpg:wildwood_blitz, Блиц Дикого леса
divinerpg:apalachia_blitz, Блиц Апалачии
divinerpg:skythern_blitz, Блиц Небесного тёрна
divinerpg:mortum_blitz, Блиц Мортума
divinerpg:halite_blitz, Халитовый блиц
divinerpg:eden_phaser, Фазер Эдема
divinerpg:wildwood_phaser, Фазер Дикого леса
divinerpg:apalachia_phaser, Фазер Апалачии
divinerpg:skythern_phaser, Фазер Небесного тёрна
divinerpg:mortum_phaser, Фазер Мортума
divinerpg:halite_phaser, Халитовый фазер
divinerpg:arcanite_blade, Клинок Арканы
divinerpg:arcanium_saber, Сабля Арканы
divinerpg:ender_scepter, Скипетр края
divinerpg:livicia_sword, Меч Ливиции
divinerpg:storm_sword, Меч бури
divinerpg:shadow_saber, Теневая сабля
divinerpg:arcanite_blaster, Аркановый взрыватель
divinerpg:captains_sparkler, Меч капитана
divinerpg:firefly, Светлячок
divinerpg:generals_staff, Жезл генерала
divinerpg:la_vekor, ЛаВекор
divinerpg:meriks_missile, Массив Мерика
divinerpg:meteor_mash, Метеоритное месиво
divinerpg:starlight, Звездный свет
divinerpg:staff_of_starlight, Посох звездного света
divinerpg:grenade, Граната
divinerpg:teaker_backsword, Палаш Тикера
divinerpg:amthirmis_backsword, Палаш Амзирмиса
divinerpg:darven_backsword, Палаш Дарвена
divinerpg:cermile_backsword, Палаш Сермила
divinerpg:pardimal_backsword, Палаш Пардимала
divinerpg:quadrotic_backsword, Палаш Квадротика
divinerpg:karos_backsword, Палаш Кароса
divinerpg:heliosis_backsword, Палаш Хелиосиса
divinerpg:arksiane_backsword, Палаш Арксиана
divinerpg:teaker_bow, Лук Тикера
divinerpg:amthirmis_bow, Лук Амзирмиса
divinerpg:darven_bow, Лук Дарвена
divinerpg:cermile_bow, Лук Сермила
divinerpg:pardimal_bow, Лук Пардимала
divinerpg:quadrotic_bow, Боевой лук Квадротика
divinerpg:karos_bow, Боевой лук Кароса
divinerpg:heliosis_bow, Яростный лук Хелиосиса
divinerpg:arksiane_bow, Яростный лук Арксиана
divinerpg:everfright, Всепугающий
divinerpg:teaker_cannon, Пушка Тикера
divinerpg:amthirmis_cannon, Пушка Амзирмиса
divinerpg:darven_cannon, Пушка Дарвена
divinerpg:cermile_cannon, Пушка Сермила
divinerpg:pardimal_cannon, Пушка Пардимала
divinerpg:quadrotic_cannon, Боевая пушка Квадротика
divinerpg:karos_cannon, Боевая пушка Кароса
divinerpg:heliosis_cannon, Яростная пушка Хелиосиса
divinerpg:arksiane_cannon, Яростная пушка Арксиана
divinerpg:eversight, Массовозрелищный
divinerpg:teaker_claw, Коготь Тикера
divinerpg:amthirmis_claw, Коготь Амзирмиса
divinerpg:darven_claw, Коготь Дарвена
divinerpg:cermile_claw, Коготь Сермила
divinerpg:pardimal_claw, Коготь Пардимала
divinerpg:quadrotic_claw, Коготь Квадротика
divinerpg:karos_claw, Коготь Кароса
divinerpg:heliosis_claw, Коготь Хелиосиса
divinerpg:arksiane_claw, Коготь Арксиана
divinerpg:everbright, Всесветный
divinerpg:teaker_disk, Диск Тикера
divinerpg:amthirmis_disk, Диск Амчирмиса
divinerpg:darven_disk, Диск Дарвена
divinerpg:cermile_disk, Диск Цермайла
divinerpg:pardimal_disk, Диск Пардимала
divinerpg:quadrotic_disk, Диск Квадротика
divinerpg:karos_disk, Диск Кароса
divinerpg:heliosis_disk, Диск Гелиосиса
divinerpg:arksiane_disk, Диск Аксиана
divinerpg:teaker_hammer, Молот Тикера
divinerpg:amthirmis_hammer, Молот Амзирмиса
divinerpg:darven_hammer, Молот Дарвена
divinerpg:cermile_hammer, Молот Сермила
divinerpg:pardimal_hammer, Молот Пардимала
divinerpg:quadrotic_hammer, Молот Квадротика
divinerpg:karos_hammer, Молот Кароса
divinerpg:heliosis_hammer, Молот Хелиосиса
divinerpg:arksiane_hammer, Молот Арксиана
divinerpg:everlight, Молниеносный
divinerpg:karos_rockmaul, Молот Кароса
divinerpg:teaker_staff, Посох Тикера
divinerpg:amthirmis_staff, Посох Амчирмиса
divinerpg:darven_staff, Посох Дарвена
divinerpg:cermile_staff, Посох Цермайла
divinerpg:pardimal_staff, Посох Пардимала
divinerpg:quadrotic_staff, Посох Квадротика
divinerpg:karos_staff, Посох Кароса
divinerpg:heliosis_staff, Посох Гелиосиса
divinerpg:arksiane_staff, Посох Аксиана
divinerpg:evernight, Всенощный
divinerpg:angelic_helmet, Ангельский шлем
divinerpg:angelic_chestplate, Ангельская кираса
divinerpg:angelic_leggings, Ангельские поножи
divinerpg:angelic_boots, Ангельские ботинки
divinerpg:aquastrive_helmet, Водяной шлем
divinerpg:aquastrive_chestplate, Водяная кираса
divinerpg:aquastrive_leggings, Водяные поножи
divinerpg:aquastrive_boots, Водяные ботинки
divinerpg:arlemite_helmet, Арлемитовый шлем
divinerpg:arlemite_chestplate, Арлемитовая кираса
divinerpg:arlemite_leggings, Арлемитовые поножи
divinerpg:arlemite_boots, Арлемитовые ботинки
divinerpg:bedrock_helmet, Шлем из коренной породы
divinerpg:bedrock_chestplate, Кираса из коренной породы
divinerpg:bedrock_leggings, Поножи из коренной породы
divinerpg:bedrock_boots, Ботинки из коренной породы
divinerpg:corrupted_helmet, Повреждённый шлем
divinerpg:corrupted_chestplate, Повреждённая кираса
divinerpg:corrupted_leggings, Повреждённые поножи
divinerpg:corrupted_boots, Повреждённые ботинки
divinerpg:divine_helmet, Божественный шлем
divinerpg:divine_chestplate, Божественная кираса
divinerpg:divine_leggings, Божественные поножи
divinerpg:divine_boots, Божественные ботинки
divinerpg:elite_realmite_helmet, Элитный реалмитовый шлем
divinerpg:elite_realmite_chestplate, Элитная реалмитовая кираса
divinerpg:elite_realmite_leggings, Элитные реалмитовые поножи
divinerpg:elite_realmite_boots, Элитные реалмитовые ботинки
divinerpg:ender_helmet, Шлем Края
divinerpg:ender_chestplate, Кираса Края
divinerpg:ender_leggings, Поножи Края
divinerpg:ender_boots, Ботинки Края
divinerpg:blue_ender_helmet, Синий шлем Края
divinerpg:blue_ender_chestplate, Синяя кираса Края
divinerpg:blue_ender_leggings, Синие поножи Края
divinerpg:blue_ender_boots, Синие ботинки Края
divinerpg:gray_ender_helmet, Серый шлем Края
divinerpg:gray_ender_chestplate, Серая кираса Края
divinerpg:gray_ender_leggings, Серые поножи Края
divinerpg:gray_ender_boots, Серые ботинки Края
divinerpg:green_ender_helmet, Зелёный шлем Края
divinerpg:green_ender_chestplate, Зелёная кираса Края
divinerpg:green_ender_leggings, Зелёные поножи Края
divinerpg:green_ender_boots, Зелёные ботинки Края
divinerpg:red_ender_helmet, Красный шлем Края
divinerpg:red_ender_chestplate, Красная кираса Края
divinerpg:red_ender_leggings, Красные поножи Края
